symbol,price,timeStamp,quantity
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.43000000,2025-08-29T18:28:58.970Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02500000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02500000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02500000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.50000000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.50000000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.50000000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02700000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02700000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02700000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,49.63800000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,49.63800000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,49.63800000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,21.24300000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,21.24300000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,21.24300000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.44000000,2025-08-29T18:28:59.328Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02500000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02500000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02500000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02500000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02500000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02500000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02700000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02700000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02700000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
solusdt,201.45000000,2025-08-29T18:28:59.368Z,0.02600000
