symbol,price,timeStamp,quantity
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00600000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00600000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00600000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.67000000,2025-08-29T18:29:10.426Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00600000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00600000
ethusdt,4314.68000000,2025-08-29T18:29:10.427Z,0.00600000
ethusdt,4314.69000000,2025-08-29T18:29:10.427Z,0.08650000
ethusdt,4314.69000000,2025-08-29T18:29:10.427Z,0.08650000
ethusdt,4314.69000000,2025-08-29T18:29:10.427Z,0.08650000
ethusdt,4314.69000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.69000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.69000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.70000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.70000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.70000000,2025-08-29T18:29:10.427Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00600000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00600000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00600000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.76000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.77000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.77000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.77000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.77000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.77000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.77000000,2025-08-29T18:29:10.458Z,0.00120000
ethusdt,4314.77000000,2025-08-29T18:29:10.458Z,0.00120000
